region_id,date,num_businesses,restaurant_count,retail_count,industrial_activity_score
R028,2025-02-11,294,12,115,53.63085347542523
R028,2025-02-12,126,85,29,89.80678571732822
R028,2025-02-13,208,16,106,81.0582433810541
R028,2025-02-14,373,58,89,32.24711128461346
R028,2025-02-15,147,35,132,50.58046230176674
R028,2025-02-16,430,42,49,75.05149276387742
R028,2025-02-17,151,57,147,19.320012747839165
R028,2025-02-18,181,88,97,3.1597729817583353
R028,2025-02-19,151,11,74,85.23045263082838
R028,2025-02-20,68,80,68,13.755025749294825
R028,2025-02-21,131,41,53,88.94114309537065
R028,2025-02-22,446,13,124,91.36080238811446
R028,2025-02-23,328,29,41,46.07004381371572
R028,2025-02-24,388,45,50,80.67817123525782
R028,2025-02-25,414,41,124,36.319124635413836
R028,2025-02-26,380,37,35,85.82645485117469
R028,2025-02-27,178,86,39,82.46818841667168
R028,2025-02-28,393,10,62,7.851838970120239
R028,2025-03-01,359,69,66,58.26017407523671
R028,2025-03-02,138,65,133,63.999890359674815
R028,2025-03-03,262,44,38,0.08572906882160503
R028,2025-03-04,192,39,67,97.99183187292954
R028,2025-03-05,114,63,64,40.65675749007108
R028,2025-03-06,125,45,106,51.73432058592131
R028,2025-03-07,248,64,34,19.480407979302093
R028,2025-03-08,192,98,129,61.09185775172612
R028,2025-03-09,454,89,115,81.0619866279359
R028,2025-03-10,452,67,121,58.58923457197282
R028,2025-03-11,365,92,105,78.80350458020972
R029,2025-01-01,142,74,100,73.11079607181668
R029,2025-01-02,466,78,70,23.765781152713807
R029,2025-01-03,354,60,131,43.581284110915405
R029,2025-01-04,273,31,34,14.86268844364086
R029,2025-01-05,340,97,84,4.193587507510199
R029,2025-01-06,477,62,107,6.306895526413092
R029,2025-01-07,151,45,95,94.24999298728906
R029,2025-01-08,316,77,29,98.45374591343786
R029,2025-01-09,404,45,61,9.497750804983996
R029,2025-01-10,159,61,114,33.51934351720487
R029,2025-01-11,379,62,30,11.442068015602269
R029,2025-01-12,499,91,137,83.4228823368969
R029,2025-01-13,479,59,144,49.62970916402817
R029,2025-01-14,314,89,97,62.12617559255493
R029,2025-01-15,52,50,109,53.991086573500624
R029,2025-01-16,134,27,27,71.02535838407161
R029,2025-01-17,331,31,130,31.913224331706058
R029,2025-01-18,377,75,77,13.74933545300323
R029,2025-01-19,353,30,105,1.762000272971398
R029,2025-01-20,499,53,74,44.569288862593815
R029,2025-01-21,461,56,141,90.78344287914373
R029,2025-01-22,166,48,127,30.526653801226665
R029,2025-01-23,270,38,67,19.595682113562308
R029,2025-01-24,203,63,148,92.60427462471071
R029,2025-01-25,202,99,66,10.544863875129417
R029,2025-01-26,61,94,24,5.1801033415810105
R029,2025-01-27,182,26,43,87.94131749554379
R029,2025-01-28,353,89,37,70.09093819546891
R029,2025-01-29,342,69,103,42.20686381374128
R029,2025-01-30,349,40,24,75.2343973008841
R029,2025-01-31,277,82,49,74.14399520442691
R029,2025-02-01,320,87,20,4.006056326058294
R029,2025-02-02,92,58,105,67.62468120618401
R029,2025-02-03,481,11,101,64.08723774527127
R029,2025-02-04,392,57,88,96.37791364163036
R029,2025-02-05,375,23,50,96.66226101597636
R029,2025-02-06,351,68,110,37.77993262020439
R029,2025-02-07,413,67,112,58.98419118882183
R029,2025-02-08,428,67,146,14.135737488837874
R029,2025-02-09,476,60,35,6.645652595713402
R029,2025-02-10,70,93,73,43.27798722589024
R029,2025-02-11,456,11,39,68.98820108350104
R029,2025-02-12,156,50,101,56.77611222977269
R029,2025-02-13,385,92,128,42.965692218600196
R029,2025-02-14,352,91,132,81.8112546774591
R029,2025-02-15,166,25,36,79.4427472183747
R029,2025-02-16,173,13,145,73.19420550777613
R029,2025-02-17,448,21,22,7.7032248153761085
R029,2025-02-18,330,38,36,79.64696278956436
R029,2025-02-19,341,16,69,91.94213159947
R029,2025-02-20,252,23,141,5.944208829091647
R029,2025-02-21,100,21,109,40.1671388808535
R029,2025-02-22,320,14,106,98.83554897165877
R029,2025-02-23,373,90,25,59.92388584682836
R029,2025-02-24,326,41,74,51.357740212746286
R029,2025-02-25,190,83,121,17.744614746874355
R029,2025-02-26,324,52,48,56.54862833341699
R029,2025-02-27,339,90,130,43.9043260469453
R029,2025-02-28,383,78,29,12.744305557012304
R029,2025-03-01,430,54,110,46.43326526180343
R029,2025-03-02,422,18,48,16.439930517526047
R029,2025-03-03,101,58,64,73.06636217260566
R029,2025-03-04,76,42,70,97.36483661436229
R029,2025-03-05,206,27,120,46.95770484256961
R029,2025-03-06,288,18,147,63.23683319146129
R029,2025-03-07,205,71,30,43.09755247668423
R029,2025-03-08,340,66,101,13.845385365700535
R029,2025-03-09,185,38,147,97.05552864754988
R029,2025-03-10,193,87,25,12.95786640840797
R029,2025-03-11,155,34,86,11.162680851354068
R030,2025-01-01,469,24,81,45.91729416713005
R030,2025-01-02,207,15,47,65.88872657669322
R030,2025-01-03,195,51,57,35.49232709728912
R030,2025-01-04,51,38,62,19.2517022196903
R030,2025-01-05,482,88,136,81.89633680274763
R030,2025-01-06,126,13,65,36.31033206095512
R030,2025-01-07,181,91,68,19.43209733839072
R030,2025-01-08,139,66,58,36.50848775068701
R030,2025-01-09,394,58,90,21.455420764279097
R030,2025-01-10,399,53,146,51.944773781234055
R030,2025-01-11,312,89,20,66.82893861376992
R030,2025-01-12,400,84,88,79.9557377199186
R030,2025-01-13,157,23,49,22.756203031986587
R030,2025-01-14,123,12,134,16.69540057044455
R030,2025-01-15,88,71,27,1.9603420895220158
R030,2025-01-16,446,73,132,22.808776834724263
R030,2025-01-17,208,54,38,2.390535249779624
R030,2025-01-18,120,91,78,34.54742036890593
R030,2025-01-19,496,67,98,14.569308883003663
R030,2025-01-20,361,29,55,57.989559822778425
R030,2025-01-21,290,67,74,38.37267594912731
R030,2025-01-22,475,98,63,9.358534107075956
R030,2025-01-23,494,66,96,39.98664630365941
R030,2025-01-24,347,86,97,20.934811596785163
R030,2025-01-25,489,77,120,68.01773513401055
R030,2025-01-26,85,87,49,36.44362447707399
R030,2025-01-27,133,61,58,14.703000921514608
R030,2025-01-28,423,46,32,34.96017324042866
R030,2025-01-29,312,17,141,22.437833393018547
R030,2025-01-30,359,53,131,79.5779001638386
R030,2025-01-31,434,14,64,98.33675603649452
R030,2025-02-01,221,78,138,2.549138902976744
R030,2025-02-02,425,40,54,69.0020137315282
R030,2025-02-03,222,54,26,26.395783362348656
R030,2025-02-04,411,18,129,6.6408643869294455
R030,2025-02-05,96,41,133,1.4351309585293515
R030,2025-02-06,428,42,70,88.10096692124272
R030,2025-02-07,190,76,65,35.360650207779955
R030,2025-02-08,424,39,39,99.45438920906041
R030,2025-02-09,455,85,115,44.237716763021226
R030,2025-02-10,167,38,57,18.75977517713744
R030,2025-02-11,326,12,123,77.71435685225458
R030,2025-02-12,263,99,51,92.64922163672986
R030,2025-02-13,269,66,77,81.5621030775491
R030,2025-02-14,442,39,101,74.51992340275278
R030,2025-02-15,75,18,69,33.469969451916846
R030,2025-02-16,58,35,71,6.44903638950427
R030,2025-02-17,320,11,105,20.12993485600898
R030,2025-02-18,59,71,134,44.681025424740106
R030,2025-02-19,427,12,72,95.61998700144039
R030,2025-02-20,170,55,85,72.28541796753541
R030,2025-02-21,174,77,136,82.82830451682473
R030,2025-02-22,219,34,62,27.7293896906476
R030,2025-02-23,121,60,101,68.38230274535032
R030,2025-02-24,201,22,83,86.24381433779963
R030,2025-02-25,257,53,132,47.94115148965845
R030,2025-02-26,98,44,73,42.98918602307587
R030,2025-02-27,203,64,84,71.94045134317787
R030,2025-02-28,396,96,21,55.99116862447463
R030,2025-03-01,342,18,97,99.31710831940438
R030,2025-03-02,117,11,51,42.51028007285617
R030,2025-03-03,99,70,119,17.59432773249866
R030,2025-03-04,201,50,149,47.193505278631285
R030,2025-03-05,68,53,123,23.520499309773136
R030,2025-03-06,149,73,108,56.125382079450105
R030,2025-03-07,109,40,68,12.579699243794584
R030,2025-03-08,216,56,106,94.9976273549186
R030,2025-03-09,251,11,27,85.98228815401609
R030,2025-03-10,394,91,120,15.55653971088704
R030,2025-03-11,195,86,35,17.23929227470097
R031,2025-01-01,452,78,59,51.24386744880165
R031,2025-01-02,213,67,125,77.28813870417251
R031,2025-01-03,488,53,46,21.907933566752945
R031,2025-01-04,291,83,123,6.0971719559531845
R031,2025-01-05,118,65,124,54.55342765826151
R031,2025-01-06,224,52,54,69.159711410201
R031,2025-01-07,98,98,132,24.4365491292717
R031,2025-01-08,157,43,71,73.9767787750638
R031,2025-01-09,275,39,72,95.06437849446087
R031,2025-01-10,210,80,110,13.707444268547286
R031,2025-01-11,168,79,100,51.10290653086953
R031,2025-01-12,198,64,123,5.68419506815826
R031,2025-01-13,199,76,85,20.66610072307156
R031,2025-01-14,481,22,132,8.981935346107328
R031,2025-01-15,342,12,50,40.40066230802025
R031,2025-01-16,192,35,80,82.08317903747576
R031,2025-01-17,468,66,120,57.71304505217814
R031,2025-01-18,209,33,124,22.258483716543076
R031,2025-01-19,60,62,117,4.0110647095723095
R031,2025-01-20,187,79,53,55.33981952867529
R031,2025-01-21,127,52,78,13.2796714990571
R031,2025-01-22,126,69,22,34.27340273637572
R031,2025-01-23,490,67,36,51.0192258913606
R031,2025-01-24,303,58,97,90.37325356861925
R031,2025-01-25,458,51,65,8.182332708871698
R031,2025-01-26,307,85,54,66.86075922668306
R031,2025-01-27,369,75,148,1.4081285504878527
R031,2025-01-28,340,20,131,62.99085523602959
R031,2025-01-29,312,99,80,55.15324893305936
R031,2025-01-30,134,27,116,81.18666200900677
R031,2025-01-31,195,94,109,53.166247286447934
R031,2025-02-01,372,61,78,35.26165997261374
R031,2025-02-02,91,55,37,24.27508713282266
R031,2025-02-03,423,53,114,8.524974178207302
R031,2025-02-04,174,31,35,53.46126742964312
R031,2025-02-05,216,62,29,88.83219266485685
R031,2025-02-06,474,68,123,51.474449395568946
R031,2025-02-07,290,39,95,73.91028574658924
R031,2025-02-08,329,17,35,29.843493821757562
R031,2025-02-09,237,66,31,44.813085987476775
R031,2025-02-10,351,82,94,32.46032034459314
R031,2025-02-11,68,29,148,10.92661113548974
R031,2025-02-12,117,34,46,41.6988603283505
R031,2025-02-13,267,28,31,76.42872318372163
R031,2025-02-14,151,14,49,39.49749995445172
R031,2025-02-15,91,84,28,65.01792222182672
R031,2025-02-16,337,88,72,75.86154840508603
R031,2025-02-17,216,81,73,32.273622721632265
R031,2025-02-18,158,92,68,79.75145596054767
R031,2025-02-19,85,96,23,33.89257169697096
R031,2025-02-20,281,36,98,25.610706046045607
R031,2025-02-21,278,49,110,22.244616775986504
R031,2025-02-22,402,35,98,19.990414572483928
R031,2025-02-23,213,36,122,73.71240728133968
R031,2025-02-24,436,71,130,88.75092610569176
R031,2025-02-25,122,92,77,23.06484741852892
R031,2025-02-26,185,59,101,8.524029779615393
R031,2025-02-27,402,51,41,31.376697628843843
R031,2025-02-28,428,38,98,65.78472389213587
R031,2025-03-01,119,48,118,36.85200922260389
R031,2025-03-02,474,69,57,54.917653921121875
R031,2025-03-03,245,50,136,74.43049656751953
R031,2025-03-04,318,42,45,40.84785311550485
R031,2025-03-05,98,92,69,99.96948313711948
R031,2025-03-06,365,92,57,29.79492602355025
R031,2025-03-07,179,25,61,97.8248351872617
R031,2025-03-08,493,32,56,20.302966523311394
R031,2025-03-09,54,16,68,11.09317432642898
R031,2025-03-10,477,35,65,75.08306250943679
R031,2025-03-11,76,21,48,70.23096566511981
R032,2025-01-01,209,81,31,81.11693472424643
R032,2025-01-02,198,14,135,34.35904217333049
R032,2025-01-03,313,78,101,93.08076538529836
R032,2025-01-04,279,58,63,11.948142837307884
R032,2025-01-05,249,35,21,3.0277101331126155
R032,2025-01-06,99,14,36,30.056388511197152
R032,2025-01-07,116,31,37,79.73244634002505
R032,2025-01-08,349,88,41,67.29823072736481
R032,2025-01-09,430,22,102,43.62087642226231
R032,2025-01-10,107,37,77,25.625361419433546
R032,2025-01-11,308,42,72,5.92727867679772
R032,2025-01-12,391,32,20,33.750557844747256
R032,2025-01-13,375,27,80,46.001976775474965
R032,2025-01-14,179,39,50,68.70238380712053
R032,2025-01-15,264,35,85,64.5971954946431
R032,2025-01-16,221,25,72,94.73449029318779
R032,2025-01-17,307,86,114,10.039591905286105
R032,2025-01-18,151,48,42,33.63401228791364
R032,2025-01-19,258,42,106,48.15780819368983
R032,2025-01-20,340,35,144,67.06957938539892
R032,2025-01-21,403,57,128,49.54516914414063
R032,2025-01-22,335,74,59,91.27582319467386
R032,2025-01-23,165,47,140,60.867234559981355
R032,2025-01-24,313,11,58,3.9665409691215237
R032,2025-01-25,199,15,139,11.36559690661343
R032,2025-01-26,349,55,37,75.34955614805585
R032,2025-01-27,491,59,56,71.57876963462942
R032,2025-01-28,85,47,24,15.349700182570514
R032,2025-01-29,382,97,92,5.890866106566605
R032,2025-01-30,336,27,60,57.87178554398685
R032,2025-01-31,352,36,29,63.57388320267334
R032,2025-02-01,360,50,87,13.529963751283491
R032,2025-02-02,257,81,43,47.361932104081525
R032,2025-02-03,155,83,97,30.583152911841292
R032,2025-02-04,495,26,128,93.13056456368876
R032,2025-02-05,207,71,43,21.91998033894046
R032,2025-02-06,170,38,26,73.32607259032996
R032,2025-02-07,104,67,92,51.81339133443375
R032,2025-02-08,449,79,126,1.1521012026043387
R032,2025-02-09,61,87,118,51.69985832126177
R032,2025-02-10,194,31,141,9.947214991950148
R032,2025-02-11,449,15,31,65.90621958253116
R032,2025-02-12,445,35,104,56.55235303815722
R032,2025-02-13,185,48,22,1.0427227333474565
R032,2025-02-14,52,21,98,20.46928295829813
R032,2025-02-15,193,23,104,77.62250528720227
R032,2025-02-16,79,31,29,27.577261430202114
R032,2025-02-17,286,60,52,49.928340116305314
R032,2025-02-18,328,32,65,31.199861440918376
R032,2025-02-19,397,57,78,92.152685639754
R032,2025-02-20,164,80,71,53.657701778343416
R032,2025-02-21,153,59,25,69.61735148560209
R032,2025-02-22,167,98,149,8.347610469710798
R032,2025-02-23,54,22,48,4.033598753275214
R032,2025-02-24,409,94,138,25.92281950671309
R032,2025-02-25,297,19,116,30.91342922536541
R032,2025-02-26,413,64,87,68.76805411799019
R032,2025-02-27,370,18,79,56.913050271244124
R032,2025-02-28,170,88,143,37.45796069349853
R032,2025-03-01,335,61,103,65.41174841780108
R032,2025-03-02,198,11,60,16.356574733628715
R032,2025-03-03,133,34,132,6.34896948147059
R032,2025-03-04,455,22,84,85.45050923182005
R032,2025-03-05,280,60,98,56.39461282688776
R032,2025-03-06,337,67,82,64.90952736374213
R032,2025-03-07,210,43,137,30.724225074957413
R032,2025-03-08,321,44,56,37.19549577376997
R032,2025-03-09,87,12,83,8.236744715297572
R032,2025-03-10,275,68,105,85.69881878017735
R032,2025-03-11,191,79,53,59.24394500789349
R033,2025-01-01,341,57,58,8.362766317994064
R033,2025-01-02,200,73,86,80.45295997250005
R033,2025-01-03,163,28,81,44.41153695169745
R033,2025-01-04,286,76,107,76.51013501700132
R033,2025-01-05,115,91,128,1.2619862089148004
R033,2025-01-06,410,82,108,2.873969697212264
R033,2025-01-07,390,85,86,17.078295878214465
R033,2025-01-08,307,14,98,21.09165561406798
R033,2025-01-09,298,76,48,76.39555303101378
R033,2025-01-10,498,20,93,70.66941640165982
R033,2025-01-11,380,77,51,61.608811912982816
R033,2025-01-12,372,78,106,88.48588964833388
R033,2025-01-13,229,10,58,24.71487836563663
R033,2025-01-14,239,72,120,90.44049039044482
R033,2025-01-15,456,38,87,90.94710692651825
R033,2025-01-16,203,91,47,43.4259760186864
R033,2025-01-17,245,21,33,9.438620042016888
R033,2025-01-18,360,86,96,72.6559908189525
R033,2025-01-19,311,50,135,33.692867264707914
R033,2025-01-20,468,11,47,79.49295174367307
R033,2025-01-21,455,46,108,16.369028390380315
R033,2025-01-22,476,54,51,53.95151135743653
R033,2025-01-23,192,89,114,50.80737303182109
R033,2025-01-24,391,57,36,10.03144905696135
R033,2025-01-25,365,33,136,36.33328256726585
R033,2025-01-26,150,31,96,8.475531344672804
R033,2025-01-27,293,20,74,46.47403095122474
R033,2025-01-28,61,67,29,84.29045586137929
R033,2025-01-29,288,55,99,27.020476330413167
R033,2025-01-30,98,38,135,76.48619871874375
R033,2025-01-31,91,44,98,18.342741561245635
R033,2025-02-01,215,24,79,67.37349274906515
R033,2025-02-02,131,69,61,91.55373999304496
R033,2025-02-03,478,51,135,32.39280815657698
R033,2025-02-04,340,52,128,90.04116380886182
R033,2025-02-05,207,89,90,50.54209265263945
R033,2025-02-06,265,83,121,31.68051331656575
R033,2025-02-07,207,58,32,89.65082351115315
R033,2025-02-08,183,73,34,3.203726676972818
R033,2025-02-09,116,41,55,2.801885127281045
R033,2025-02-10,385,73,34,59.98296042063329
R033,2025-02-11,56,11,136,79.67507173302343
R033,2025-02-12,485,33,94,75.15463074381063
R033,2025-02-13,63,96,75,7.946950335160552
R033,2025-02-14,122,75,114,95.02511935335578
R033,2025-02-15,448,47,71,70.30635376375156
R033,2025-02-16,454,40,103,94.91120537277389
R033,2025-02-17,212,35,48,32.909775897410206
R033,2025-02-18,115,38,72,69.39391279828175
R033,2025-02-19,396,76,40,85.99387467334853
R033,2025-02-20,179,87,131,38.04642231542933
R033,2025-02-21,468,34,95,96.48599187685701
R033,2025-02-22,255,57,49,26.499279122054098
R033,2025-02-23,325,74,144,31.561362602122067
R033,2025-02-24,305,62,70,92.03285766270388
R033,2025-02-25,315,76,97,96.96597465027033
R033,2025-02-26,74,99,41,28.51957483051497
R033,2025-02-27,499,27,83,13.639003964285845
R033,2025-02-28,330,18,40,75.90554097105976
R033,2025-03-01,302,47,148,92.96652663004483
R033,2025-03-02,359,96,126,60.07136437018746
R033,2025-03-03,338,30,135,63.451895440624675
R033,2025-03-04,213,74,143,76.29433341723002
R033,2025-03-05,144,30,55,15.308481884140823
R033,2025-03-06,319,36,66,97.34688964947394
R033,2025-03-07,370,79,51,36.432938472859476
R033,2025-03-08,159,53,73,62.824042594226256
R033,2025-03-09,385,37,42,46.861602049999284
R033,2025-03-10,359,54,21,46.818097976484495
R033,2025-03-11,287,26,129,70.27443721197214
R034,2025-01-01,430,49,143,99.46622988722544
R034,2025-01-02,485,12,86,65.90598504959515
R034,2025-01-03,436,85,90,79.40591315727352
R034,2025-01-04,474,85,48,2.761605726227012
R034,2025-01-05,439,75,138,81.04273690648182
R034,2025-01-06,74,55,132,29.997588176829716
R034,2025-01-07,190,95,64,12.670184503466487
R034,2025-01-08,166,96,35,11.333408544770585
R034,2025-01-09,441,39,50,67.98748141696267
R034,2025-01-10,454,78,69,99.761683604055
R034,2025-01-11,74,18,141,66.61950983728997
R034,2025-01-12,128,94,34,26.23481500667757
R034,2025-01-13,117,20,68,20.330597100293968
R034,2025-01-14,222,78,29,52.59570992680407
R034,2025-01-15,493,75,39,6.50392993507033
R034,2025-01-16,61,97,89,39.93308329271872
R034,2025-01-17,337,40,27,66.62349040057875
R034,2025-01-18,177,42,53,96.76622758084842
R034,2025-01-19,145,48,23,42.56534478156052
R034,2025-01-20,141,55,127,20.022394040730664
R034,2025-01-21,190,46,43,81.73624033727843
R034,2025-01-22,80,69,74,74.41995248606165
R034,2025-01-23,383,40,45,85.97038882047438
R034,2025-01-24,69,20,44,21.471872754289212
R034,2025-01-25,195,96,55,40.48321958498351
R034,2025-01-26,365,11,90,98.15544377230376
R034,2025-01-27,496,36,31,15.80423197763735
R034,2025-01-28,439,11,148,67.14508191554378
R034,2025-01-29,209,30,135,23.7184461547264
R034,2025-01-30,398,67,102,50.01590062825443
R034,2025-01-31,92,14,25,80.0509645795688
R034,2025-02-01,303,61,45,48.8586052555819
R034,2025-02-02,179,54,132,80.548169331191
R034,2025-02-03,109,94,122,42.63349054403459
R034,2025-02-04,200,29,139,99.9352929870033
R034,2025-02-05,336,70,28,43.58282342202101
R034,2025-02-06,54,47,64,14.937947863782641
R034,2025-02-07,467,29,33,40.18695156492489
R034,2025-02-08,315,34,131,74.25931846422301
R034,2025-02-09,394,11,74,84.79377577586285
R034,2025-02-10,179,41,34,46.01032991762624
R034,2025-02-11,431,35,56,59.44768410584397
R034,2025-02-12,316,79,146,84.48900678262903
R034,2025-02-13,227,50,136,81.35461799983197
R034,2025-02-14,302,76,103,65.77239053611328
R034,2025-02-15,464,10,91,81.5027104250855
R034,2025-02-16,105,60,115,57.5910758368637
R034,2025-02-17,132,14,130,0.4648168925280638
R034,2025-02-18,442,22,124,4.12667844022232
R034,2025-02-19,148,28,77,97.98083992381831
R034,2025-02-20,198,21,114,14.49920420027052
R034,2025-02-21,378,57,137,40.451640882346275
R034,2025-02-22,205,34,25,93.3811275009968
R034,2025-02-23,239,66,23,19.503948473304945
R034,2025-02-24,420,44,62,84.37913444665007
R034,2025-02-25,312,85,112,81.82675681595904
R034,2025-02-26,129,14,61,98.63296545513397
R034,2025-02-27,449,31,22,28.168183364816834
R034,2025-02-28,301,86,148,31.532535538014596
R034,2025-03-01,146,66,34,90.28780010577864
R034,2025-03-02,309,56,66,23.407905920227957
R034,2025-03-03,309,63,104,54.79009569871091
R034,2025-03-04,152,12,77,70.73449591910563
R034,2025-03-05,89,62,58,27.188424526288568
R034,2025-03-06,322,93,54,93.84129454447589
R034,2025-03-07,150,40,71,66.56975480739203
R034,2025-03-08,408,78,137,4.713930826982504
R034,2025-03-09,429,97,33,13.573753126091393
R034,2025-03-10,357,42,49,19.07815700915636
R034,2025-03-11,270,81,109,24.49573639934497
R035,2025-01-01,357,97,114,73.06773700294364
R035,2025-01-02,469,59,88,8.89352447554681
R035,2025-01-03,173,93,146,35.05946722761345
R035,2025-01-04,471,25,71,91.13833233280016
R035,2025-01-05,280,85,82,55.6667686337004
R035,2025-01-06,227,86,55,26.54965638385357
R035,2025-01-07,112,48,110,95.70562964803099
R035,2025-01-08,165,98,72,24.43158919686824
R035,2025-01-09,240,55,128,90.50996212676428
R035,2025-01-10,111,97,91,72.57696736145556
R035,2025-01-11,305,56,34,74.05210369587861
R035,2025-01-12,56,53,132,76.49393184016161
R035,2025-01-13,204,18,88,50.65693120572092
R035,2025-01-14,141,96,135,81.45787260026688
R035,2025-01-15,63,59,23,83.61930977524904
R035,2025-01-16,278,86,94,36.048672167611706
R035,2025-01-17,135,69,61,40.03445182163753
R035,2025-01-18,182,24,49,88.87567185390259
R035,2025-01-19,232,45,89,52.47292604295243
R035,2025-01-20,435,72,35,86.6943495941869
R035,2025-01-21,111,78,130,62.676946175780735
R035,2025-01-22,268,95,123,59.35677567490424
R035,2025-01-23,454,89,126,3.098095327786188
R035,2025-01-24,295,50,142,27.789439784074975
R035,2025-01-25,279,83,46,50.20576469023182
R035,2025-01-26,128,33,32,58.73171721347009
R035,2025-01-27,198,91,92,63.04345290007342
R035,2025-01-28,187,58,105,71.6222825011617
R035,2025-01-29,363,27,50,65.62334322936319
R035,2025-01-30,425,16,22,84.85767073958004
R035,2025-01-31,472,13,49,29.54703428875134
R035,2025-02-01,438,99,118,64.15699856658924
R035,2025-02-02,114,78,118,5.115951419627129
R035,2025-02-03,62,69,105,48.01900773220279
R035,2025-02-04,262,64,83,26.803296595189252
R035,2025-02-05,291,25,137,38.08871482946961
R035,2025-02-06,262,99,133,35.46627517649591
R035,2025-02-07,230,91,106,6.043067715263772
R035,2025-02-08,387,38,59,46.66458007513755
R035,2025-02-09,222,32,44,99.46292879915534
R035,2025-02-10,209,23,114,29.89360568364836
R035,2025-02-11,213,88,65,73.61459716682506
R035,2025-02-12,237,58,51,54.77883349204357
R035,2025-02-13,444,42,116,32.52253005314737
R035,2025-02-14,240,34,35,8.960706039242117
R035,2025-02-15,454,30,37,21.58579007652124
R035,2025-02-16,357,26,94,78.18535394902439
R035,2025-02-17,305,32,20,27.902017741864537
R035,2025-02-18,232,66,144,14.430248241185318
R035,2025-02-19,166,90,57,33.12983404606731
R035,2025-02-20,331,67,64,58.40429522276902
R035,2025-02-21,245,23,100,70.34631642899991
R035,2025-02-22,83,29,148,38.736483696958004
R035,2025-02-23,101,39,51,49.8147157078349
R035,2025-02-24,161,28,137,45.49166920334615
R035,2025-02-25,301,62,59,0.9003349923426884
R035,2025-02-26,131,65,93,39.560047485584825
R035,2025-02-27,281,86,130,58.7319810172082
R035,2025-02-28,276,91,122,56.994471641576105
R035,2025-03-01,282,32,122,74.97675583342468
R035,2025-03-02,270,71,93,67.03759104353388
R035,2025-03-03,485,42,133,27.680679711615376
R035,2025-03-04,462,27,142,25.56436715589626
R035,2025-03-05,471,82,76,46.41417980634341
R035,2025-03-06,91,42,93,73.29696677216549
R035,2025-03-07,70,41,102,9.382730657596438
R035,2025-03-08,91,70,98,94.83265830361624
R035,2025-03-09,446,63,149,54.31531237064316
R035,2025-03-10,162,26,112,30.640839493350068
R035,2025-03-11,154,28,69,69.3391230881426
R036,2025-01-01,241,79,48,4.472581624310179
R036,2025-01-02,66,43,100,48.43969157830629
R036,2025-01-03,169,93,29,48.5969647463809
R036,2025-01-04,442,34,136,16.19752849093503
R036,2025-01-05,474,77,79,83.73878159418831
R036,2025-01-06,178,83,79,79.68121186802541
R036,2025-01-07,179,83,77,15.273239445370901
R036,2025-01-08,109,97,64,36.38272935633775
R036,2025-01-09,97,94,143,10.042955663088794
R036,2025-01-10,78,20,45,84.86087568391967
R036,2025-01-11,146,25,121,32.33201037486408
R036,2025-01-12,59,99,70,43.93163078576527
R036,2025-01-13,291,70,71,32.38719500205664
R036,2025-01-14,363,89,70,31.002601646495098
R036,2025-01-15,493,16,33,74.7302253748589
R036,2025-01-16,281,25,20,74.75662341798231
R036,2025-01-17,326,25,33,51.77881704805694
R036,2025-01-18,333,49,100,65.76169493263143
R036,2025-01-19,252,21,22,51.16631973579566
R036,2025-01-20,296,44,117,2.8589209939715032
R036,2025-01-21,339,30,59,6.600643312993249
R036,2025-01-22,313,59,108,38.37405695128313
R036,2025-01-23,492,52,144,74.97463586283942
R036,2025-01-24,263,26,114,91.32262281343449
R036,2025-01-25,249,41,28,2.9708305346752617
R036,2025-01-26,482,50,113,36.8030052686807
R036,2025-01-27,128,15,103,22.37824361164109
R036,2025-01-28,450,97,40,81.52052811654619
R036,2025-01-29,493,36,44,84.5968144654641
R036,2025-01-30,392,29,121,20.640886769189525
R036,2025-01-31,393,34,141,71.08272534348721
R036,2025-02-01,222,75,44,73.17560373014285
R036,2025-02-02,118,18,122,17.705769678257035
R036,2025-02-03,465,62,76,43.36959170082358
R036,2025-02-04,477,70,56,62.03378054437996
R036,2025-02-05,498,47,35,2.606660693259888
R036,2025-02-06,136,12,56,40.45918330458827
R036,2025-02-07,150,93,95,15.495823294762069
R036,2025-02-08,57,79,45,54.18965011208873
R036,2025-02-09,382,64,39,84.29175834609546
R036,2025-02-10,249,10,122,52.475393862603724
R036,2025-02-11,136,79,48,3.5983596208683966
R036,2025-02-12,92,54,50,2.965724559679117
R036,2025-02-13,434,56,38,60.550314590414935
R036,2025-02-14,158,88,46,32.79815585256125
R036,2025-02-15,484,35,113,57.26665034718926
R036,2025-02-16,457,23,104,16.36371089159876
R036,2025-02-17,201,63,63,77.68623528361118
R036,2025-02-18,66,80,132,86.07197057335678
R036,2025-02-19,182,55,93,88.92256020848936
R036,2025-02-20,197,40,106,30.40745888313513
R036,2025-02-21,326,97,113,66.07353676247317
R036,2025-02-22,281,68,117,27.904238713026018
R036,2025-02-23,363,38,75,76.27568208115785
R036,2025-02-24,464,26,116,12.052500222632357
R036,2025-02-25,415,23,117,76.27648111211613
R036,2025-02-26,277,45,53,43.97286376635348
R036,2025-02-27,188,67,119,85.55494904355281
R036,2025-02-28,485,33,33,73.89308599861465
R036,2025-03-01,448,72,131,37.65196406964849
R036,2025-03-02,260,34,94,90.35391853604526
R036,2025-03-03,440,68,116,28.333713927531036
