region_id,date,waste_tons
R005,2025-02-22,5.82
R064,2025-01-07,12.45
R075,2025-02-17,10.41
R080,2025-01-24,9.82
R079,2025-02-27,7.13
R040,2025-02-10,9.14
R036,2025-02-19,7.01
R037,2025-03-11,6.74
R069,2025-03-10,5.7
R092,2025-02-26,12.07
R005,2025-03-01,6.87
R032,2025-01-14,5.73
R069,2025-01-15,6.81
R029,2025-01-19,7.92
R068,2025-01-09,7.44
R036,2025-01-28,10.09
R053,2025-03-05,8.65
R042,2025-03-06,7.61
R073,2025-01-09,12.35
R009,2025-03-04,6.83
R057,2025-02-23,10.69
R088,2025-02-19,5.49
R099,2025-03-11,10.72
R077,2025-03-07,10.31
R028,2025-01-13,8.49
R043,2025-01-13,7.8
R072,2025-02-03,8.07
R036,2025-02-25,8.38
R032,2025-01-12,6.07
R026,2025-02-23,10.88
R019,2025-01-04,10.37
R003,2025-02-26,12.04
R055,2025-01-20,7.88
R023,2025-01-23,9.78
R017,2025-01-25,10.74
R092,2025-02-15,9.18
R058,2025-01-17,7.86
R007,2025-01-13,7.99
R032,2025-01-22,7.31
R080,2025-01-30,11.54
R084,2025-02-27,7.42
R093,2025-02-16,11.53
R076,2025-02-05,10.1
R067,2025-01-03,7.21
R042,2025-02-26,9.04
R025,2025-02-10,12.35
R009,2025-02-14,10.03
R079,2025-02-28,10.3
R041,2025-03-06,6.69
R061,2025-02-06,7.79
R098,2025-02-18,7.96
R064,2025-02-21,10.23
R084,2025-01-10,5.36
R039,2025-02-09,8.92
R060,2025-02-13,8.87
R048,2025-02-06,6.5
R091,2025-02-17,8.76
R064,2025-02-14,10.87
R089,2025-02-23,8.67
R085,2025-02-11,10.62
R022,2025-01-30,3.8
R022,2025-02-07,9.7
R013,2025-03-06,8.38
R094,2025-02-20,14.9
R090,2025-01-11,11.24
R052,2025-01-23,7.98
R089,2025-02-18,8.79
R098,2025-01-16,4.5
R061,2025-01-30,9.43
R021,2025-01-07,9.38
R049,2025-02-21,10.74
R023,2025-01-06,11.46
R059,2025-02-04,4.58
R045,2025-02-18,10.04
R068,2025-01-17,5.28
R027,2025-01-01,8.38
R004,2025-02-14,10.84
R091,2025-01-12,10.12
R004,2025-01-12,13.4
R054,2025-02-05,12.15
R030,2025-02-27,9.35
R035,2025-02-05,9.15
R069,2025-01-04,10.39
R047,2025-01-25,10.71
R022,2025-01-11,6.06
R084,2025-02-05,9.86
R039,2025-02-08,8.7
R053,2025-01-19,12.12
R073,2025-02-25,13.18
R033,2025-01-24,8.74
R075,2025-01-19,6.96
R006,2025-01-27,8.72
R011,2025-02-25,9.87
R005,2025-01-12,6.94
R082,2025-02-06,10.4
R052,2025-01-02,10.52
R003,2025-02-18,11.82
R024,2025-01-07,13.58
R056,2025-02-25,10.84
R048,2025-01-14,9.59
R056,2025-02-13,10.71
R008,2025-01-12,8.96
R017,2025-02-18,12.43
R035,2025-01-09,9.89
R030,2025-01-02,7.05
R044,2025-01-29,11.77
R059,2025-01-25,8.12
R093,2025-02-05,12.82
R010,2025-02-12,9.69
R057,2025-01-13,8.74
R036,2025-01-09,7.89
R017,2025-02-03,10.41
R098,2025-01-17,9.97
R031,2025-02-24,13.06
R079,2025-01-21,5.17
R026,2025-02-02,7.26
R004,2025-01-07,10.62
R075,2025-02-21,4.57
R007,2025-01-02,8.56
R080,2025-03-11,13.05
R067,2025-01-14,8.97
R053,2025-01-27,13.18
R008,2025-01-17,11.62
R056,2025-02-18,11.64
R053,2025-01-11,11.55
R078,2025-01-07,10.65
R099,2025-01-18,11.19
R065,2025-01-27,9.76
R018,2025-01-08,13.72
R052,2025-02-20,7.83
R050,2025-02-18,4.82
R062,2025-02-13,8.53
R089,2025-02-11,9.56
R063,2025-02-06,11.16
R005,2025-03-09,9.01
R090,2025-02-03,9.37
R005,2025-02-23,9.8
R060,2025-03-10,12.01
R057,2025-02-05,11.37
R088,2025-01-25,10.14
R077,2025-03-08,10.61
R094,2025-02-10,11.29
R068,2025-01-04,8.1
R027,2025-03-02,10.06
R011,2025-02-16,11.41
R072,2025-02-13,7.67
R047,2025-01-02,9.66
R047,2025-03-10,11.44
R025,2025-01-23,10.34
R053,2025-02-19,12.69
R035,2025-03-07,6.2
R087,2025-01-08,9.9
R004,2025-02-19,12.46
R022,2025-02-11,7.09
R047,2025-01-12,8.69
R024,2025-02-10,9.86
R043,2025-02-25,6.36
R056,2025-01-29,11.74
R009,2025-02-09,10.16
R001,2025-02-15,6.74
R075,2025-03-03,8.44
R097,2025-01-12,9.07
R093,2025-01-31,12.38
R096,2025-02-26,5.95
R072,2025-02-07,11.68
R018,2025-01-03,12.9
R063,2025-02-01,10.38
R037,2025-02-24,5.86
R071,2025-02-02,11.3
R040,2025-03-06,7.45
R007,2025-01-07,10.1
R020,2025-01-23,7.47
R012,2025-02-05,9.98
R006,2025-03-02,9.65
R068,2025-02-18,9.96
R051,2025-01-30,7.75
R007,2025-01-19,8.01
R032,2025-02-23,2.63
R007,2025-01-15,8.31
R066,2025-01-04,12.33
R017,2025-03-10,11.86
R024,2025-03-04,6.96
R051,2025-02-06,8.53
R030,2025-03-10,12.05
R068,2025-02-05,8.36
R068,2025-02-10,8.02
R033,2025-02-28,7.02
R015,2025-03-11,7.27
R009,2025-03-08,10.47
R086,2025-02-14,9.4
R004,2025-01-01,9.88
R032,2025-02-25,7.94
R086,2025-01-12,9.09
R025,2025-02-20,11.06
R001,2025-02-21,8.66
R016,2025-03-01,6.86
R070,2025-02-02,8.37
R098,2025-03-07,8.41
R073,2025-02-06,9.87
R062,2025-01-15,8.57
R099,2025-02-10,9.98
R079,2025-02-26,6.18
R085,2025-03-04,9.74
R053,2025-01-12,9.99
R085,2025-01-14,8.98
R087,2025-01-11,9.61
R078,2025-02-09,12.03
R054,2025-02-09,10.57
R078,2025-02-06,8.42
R048,2025-01-23,5.79
R096,2025-02-06,5.16
R075,2025-01-22,7.82
R094,2025-02-19,12.35
R057,2025-02-10,9.89
R011,2025-01-06,11.18
R029,2025-03-04,5.83
R087,2025-02-13,4.74
R043,2025-01-03,7.21
R035,2025-03-01,9.07
R025,2025-02-08,9.97
R008,2025-02-07,10.45
R097,2025-02-27,6.0
R009,2025-01-06,13.72
R097,2025-01-15,6.0
R045,2025-01-19,12.16
R010,2025-01-11,9.36
R070,2025-02-08,8.88
R011,2025-01-31,11.33
R088,2025-02-17,9.65
R087,2025-02-21,10.5
R005,2025-02-15,9.33
R065,2025-03-07,8.32
R005,2025-01-11,6.56
R079,2025-01-06,7.45
R074,2025-01-11,8.0
R024,2025-02-03,9.09
R059,2025-03-03,10.08
R066,2025-03-02,11.64
R082,2025-02-24,9.04
R051,2025-02-09,9.19
R057,2025-02-11,9.3
R013,2025-01-25,7.0
R069,2025-01-22,5.85
R085,2025-02-12,9.78
R044,2025-02-26,9.93
R066,2025-01-09,8.97
R032,2025-03-05,6.78
R059,2025-02-09,6.19
R006,2025-01-22,7.2
R087,2025-02-22,11.7
R051,2025-01-28,9.87
R063,2025-01-13,7.56
R046,2025-02-02,5.01
R058,2025-01-15,7.45
R073,2025-02-11,9.51
R077,2025-02-28,12.69
R089,2025-01-16,12.67
R084,2025-01-28,6.84
R091,2025-03-06,6.03
R067,2025-02-17,9.95
R045,2025-03-05,13.52
R080,2025-01-04,10.24
R021,2025-01-22,8.01
R030,2025-01-16,10.87
R002,2025-02-22,7.41
R007,2025-03-01,8.9
R038,2025-01-03,10.19
R074,2025-02-13,10.41
R098,2025-02-10,8.12
R094,2025-01-28,9.61
R072,2025-02-25,6.22
R014,2025-01-31,4.46
R033,2025-02-14,6.16
R074,2025-01-04,9.54
R007,2025-01-20,10.02
R013,2025-01-08,7.71
R027,2025-03-05,7.66
R035,2025-01-13,7.98
R082,2025-03-08,11.06
R072,2025-02-08,10.14
R017,2025-02-23,11.18
R055,2025-01-01,6.44
R036,2025-03-11,5.36
R080,2025-01-26,8.66
R025,2025-03-03,10.62
R066,2025-02-15,11.41
R037,2025-01-03,6.2
R089,2025-03-03,7.61
R004,2025-03-11,12.57
R035,2025-01-10,7.48
R022,2025-03-08,6.69
R062,2025-01-21,5.45
R060,2025-02-03,6.54
R089,2025-01-29,11.89
R057,2025-01-17,11.07
R095,2025-02-02,5.89
R016,2025-02-21,4.64
R040,2025-01-03,10.29
R027,2025-03-04,9.98
R022,2025-01-08,7.52
R009,2025-01-18,8.23
R001,2025-03-01,8.54
R080,2025-01-11,10.3
R012,2025-01-18,8.68
R092,2025-02-09,9.12
R064,2025-02-06,10.38
R024,2025-01-09,11.03
R059,2025-03-10,7.3
R027,2025-02-12,6.48
R039,2025-01-30,8.69
R017,2025-03-05,13.3
R054,2025-03-03,9.07
R100,2025-02-14,10.81
R030,2025-02-20,8.58
R047,2025-01-27,11.36
R065,2025-02-28,11.15
R085,2025-02-24,9.0
R003,2025-02-14,14.73
R068,2025-03-03,8.42
R072,2025-03-09,9.04
R007,2025-01-01,6.39
R070,2025-02-18,8.26
R008,2025-03-05,9.06
R039,2025-03-10,9.58
R083,2025-02-12,13.09
R063,2025-01-27,8.55
R077,2025-01-05,10.41
R007,2025-01-24,11.06
R082,2025-01-28,8.01
R023,2025-01-30,11.13
R035,2025-01-08,7.91
R032,2025-01-08,8.42
R022,2025-01-18,4.72
R024,2025-01-06,9.18
R003,2025-02-11,11.66
R063,2025-01-29,6.14
R012,2025-01-25,12.38
R020,2025-02-25,8.51
R070,2025-01-03,7.0
R021,2025-03-07,8.81
R061,2025-01-08,7.85
R073,2025-02-24,7.71
R029,2025-03-02,7.17
R073,2025-01-05,9.79
R031,2025-03-08,10.25
R073,2025-01-19,13.49
R008,2025-02-10,10.34
R078,2025-01-25,10.98
R011,2025-01-11,8.97
R056,2025-02-16,10.94
R063,2025-03-03,10.53
R008,2025-03-10,12.44
R085,2025-01-10,8.13
R091,2025-02-24,9.37
R084,2025-01-26,8.45
R095,2025-01-08,7.65
R013,2025-03-09,6.62
R042,2025-01-13,8.66
R053,2025-01-17,12.79
R085,2025-02-21,8.95
R052,2025-01-20,6.6
R024,2025-02-25,8.51
R055,2025-02-22,7.03
R094,2025-03-08,13.27
R041,2025-02-10,8.3
R066,2025-02-17,11.81
R014,2025-01-17,9.09
R036,2025-01-04,8.35
R038,2025-02-02,9.94
R067,2025-01-05,7.69
R001,2025-01-16,12.06
R091,2025-01-26,5.46
R005,2025-02-05,6.77
R077,2025-02-12,10.5
R073,2025-01-15,13.9
R017,2025-02-11,9.84
R022,2025-01-19,5.29
R097,2025-03-09,9.2
R099,2025-01-22,9.66
R020,2025-02-02,7.81
R025,2025-01-15,14.51
R018,2025-01-23,11.21
R052,2025-01-30,9.82
R025,2025-01-24,9.95
R079,2025-02-24,7.55
R078,2025-02-10,10.35
R084,2025-01-06,8.95
R083,2025-01-16,8.31
R057,2025-02-04,13.36
R083,2025-03-10,8.82
R074,2025-01-10,9.27
R039,2025-02-01,11.03
R087,2025-01-03,9.62
R076,2025-01-01,9.29
R019,2025-03-05,7.86
R080,2025-03-05,6.35
R062,2025-02-05,6.22
R050,2025-02-24,5.25
R027,2025-02-10,8.39
R072,2025-01-05,11.09
R006,2025-02-07,6.85
R062,2025-03-08,9.93
R015,2025-02-22,9.73
R091,2025-02-09,5.44
R056,2025-02-06,8.65
R038,2025-03-05,12.5
R099,2025-02-24,9.77
R095,2025-01-04,7.84
R041,2025-01-26,9.14
R015,2025-01-31,7.14
R022,2025-03-11,8.76
R014,2025-01-22,8.24
R033,2025-02-17,6.26
R010,2025-03-03,8.78
R008,2025-02-13,12.47
R035,2025-01-20,9.71
R032,2025-02-02,6.82
R010,2025-01-23,13.52
R001,2025-02-03,7.4
R077,2025-01-24,13.34
R001,2025-02-14,10.09
R048,2025-03-09,6.75
R033,2025-02-18,5.28
R014,2025-02-24,10.64
R083,2025-02-26,7.07
R072,2025-02-02,8.28
R089,2025-01-03,11.04
R098,2025-01-11,10.53
R037,2025-02-20,8.4
R086,2025-02-05,5.86
R094,2025-01-31,11.36
R060,2025-01-20,8.12
R075,2025-01-30,9.18
R085,2025-02-01,8.03
R037,2025-01-07,9.13
R001,2025-01-27,7.07
R052,2025-02-05,7.69
R001,2025-03-05,6.21
R015,2025-03-06,8.77
R038,2025-03-06,11.44
R070,2025-02-11,8.51
R004,2025-01-18,13.22
R040,2025-01-17,10.06
R068,2025-01-20,5.64
R067,2025-01-04,9.78
R091,2025-02-03,9.95
R045,2025-03-10,11.6
R026,2025-02-03,7.37
R043,2025-02-26,8.82
R014,2025-03-01,5.82
R078,2025-01-08,11.75
R088,2025-02-25,11.21
R047,2025-02-10,11.85
R022,2025-03-07,7.79
R027,2025-02-14,11.27
R057,2025-01-16,11.52
R046,2025-02-14,10.97
R030,2025-02-23,8.65
R035,2025-02-26,8.85
R066,2025-02-13,11.41
R098,2025-01-09,5.52
R044,2025-01-05,12.47
R081,2025-02-05,7.16
R004,2025-02-12,12.68
R061,2025-01-14,8.17
R065,2025-02-13,5.25
R046,2025-01-01,8.92
R069,2025-02-25,10.17
R094,2025-01-13,12.87
R097,2025-02-08,8.35
R024,2025-02-22,6.69
R063,2025-02-28,12.01
R069,2025-01-17,7.23
R028,2025-01-26,9.93
R074,2025-02-08,9.16
R056,2025-02-12,9.25
R073,2025-01-27,12.57
R010,2025-01-12,8.6
R051,2025-03-01,9.38
R086,2025-03-02,6.09
R032,2025-01-09,8.44
R005,2025-01-18,9.14
R005,2025-01-24,5.07
R034,2025-01-28,12.07
R047,2025-03-08,12.18
R093,2025-01-11,10.48
R069,2025-01-09,9.03
R029,2025-01-20,7.82
R085,2025-01-05,6.4
R010,2025-01-26,11.79
R024,2025-01-25,12.73
R067,2025-02-05,11.11
R068,2025-02-23,7.47
R004,2025-01-31,12.56
R012,2025-01-14,10.68
R020,2025-01-25,6.35
R015,2025-02-08,6.94
R034,2025-02-14,11.32
R014,2025-03-09,5.57
R012,2025-02-09,9.76
R045,2025-02-16,10.78
R037,2025-01-02,6.47
R004,2025-02-17,11.75
R013,2025-02-23,4.8
R061,2025-02-20,7.61
R072,2025-02-10,10.99
R095,2025-03-02,7.67
R035,2025-01-26,6.83
R097,2025-03-06,7.97
R026,2025-01-11,7.68
R069,2025-02-23,7.64
R096,2025-01-07,9.83
R031,2025-01-11,9.45
R043,2025-02-15,8.95
R060,2025-02-09,8.21
R020,2025-01-28,10.52
R052,2025-02-13,7.62
R095,2025-02-25,6.54
R032,2025-02-26,9.99
R025,2025-03-09,8.0
R083,2025-01-31,6.78
R033,2025-02-21,9.01
R091,2025-01-14,9.06
R025,2025-02-16,6.98
R049,2025-02-20,10.98
R026,2025-02-27,8.76
R067,2025-02-03,8.31
R027,2025-01-13,11.64
R038,2025-02-18,13.25
R085,2025-03-10,12.4
R060,2025-01-22,8.69
R058,2025-02-26,8.28
R026,2025-01-09,8.69
R035,2025-01-23,11.46
R094,2025-03-04,9.45
R048,2025-01-31,7.55
R016,2025-02-12,7.53
R070,2025-02-24,6.14
R002,2025-02-24,8.31
R048,2025-01-20,5.55
R063,2025-03-07,6.36
R064,2025-02-22,10.1
R038,2025-01-25,12.25
R100,2025-01-15,8.24
R050,2025-03-03,6.25
R046,2025-01-14,8.34
R073,2025-02-26,9.4
R009,2025-02-08,7.66
R002,2025-01-06,11.24
R020,2025-01-10,8.15
R021,2025-01-17,12.46
R041,2025-01-21,8.0
R041,2025-02-12,6.66
R059,2025-02-10,9.06
R074,2025-01-08,11.39
R057,2025-02-21,8.76
R091,2025-02-12,9.33
R003,2025-01-10,11.33
R054,2025-01-23,13.91
R023,2025-01-18,10.15
R056,2025-01-30,11.01
R007,2025-02-03,8.37
R093,2025-02-28,9.14
R086,2025-02-10,7.6
R029,2025-01-02,10.02
R038,2025-02-27,12.23
R012,2025-02-08,11.4
R051,2025-02-14,10.58
R098,2025-02-01,7.97
R089,2025-01-30,9.5
R095,2025-02-01,7.71
R016,2025-03-11,6.59
R045,2025-01-12,11.72
R012,2025-02-10,13.44
R017,2025-01-10,14.19
R012,2025-03-06,11.64
R097,2025-01-26,5.72
R077,2025-02-27,10.26
R096,2025-02-10,6.69
R068,2025-02-06,8.11
R018,2025-02-15,10.23
R018,2025-02-05,14.35
R080,2025-02-19,7.01
R099,2025-01-23,9.57
R081,2025-02-11,9.45
R062,2025-02-22,8.26
R065,2025-01-28,7.5
R067,2025-01-22,5.71
R070,2025-03-11,5.98
R031,2025-02-27,10.58
R015,2025-02-17,7.97
R058,2025-01-07,8.92
R043,2025-01-04,7.61
R005,2025-03-11,9.74
R007,2025-02-02,11.22
R010,2025-02-02,13.45
R003,2025-02-02,12.34
R021,2025-01-06,7.33
R024,2025-01-11,9.77
R065,2025-02-09,10.67
R007,2025-01-03,9.47
R032,2025-02-10,8.05
R097,2025-02-17,8.47
R013,2025-02-11,8.65
R048,2025-02-14,7.74
R018,2025-03-05,9.38
R072,2025-02-15,8.01
R095,2025-02-04,6.86
R062,2025-02-23,8.08
R059,2025-01-27,7.79
R094,2025-01-12,11.8
R065,2025-02-18,10.98
R002,2025-02-02,7.61
R034,2025-02-04,9.34
R062,2025-01-03,8.33
R095,2025-02-26,8.06
R050,2025-02-09,6.7
R078,2025-02-18,12.5
R023,2025-02-10,13.85
R051,2025-02-10,8.37
R050,2025-01-08,8.08
R076,2025-02-01,11.34
R066,2025-02-06,9.62
R074,2025-02-17,11.62
R002,2025-03-07,6.11
R030,2025-01-05,12.27
R054,2025-02-19,12.7
R055,2025-01-16,6.46
R090,2025-03-04,12.25
R067,2025-02-16,6.0
R053,2025-01-21,11.55
R038,2025-01-26,14.1
R072,2025-03-11,11.99
R059,2025-02-22,8.63
R086,2025-01-14,9.86
R030,2025-03-06,8.42
R031,2025-01-08,7.92
R012,2025-02-07,8.31
R007,2025-02-12,10.37
R013,2025-02-09,7.86
R046,2025-03-01,6.2
R063,2025-02-15,7.13
R089,2025-02-27,8.31
R065,2025-02-12,9.76
R080,2025-02-16,7.92
R012,2025-01-30,12.33
R006,2025-01-05,5.7
R039,2025-01-18,10.88
R016,2025-01-24,8.31
R037,2025-02-27,9.55
R031,2025-01-13,8.6
R003,2025-01-05,11.51
R006,2025-01-31,7.25
R020,2025-01-11,9.18
R049,2025-01-29,11.62
R062,2025-02-26,5.3
R002,2025-02-21,8.55
R062,2025-01-27,6.71
R065,2025-01-31,7.82
R020,2025-01-31,8.14
R006,2025-03-10,9.44
R088,2025-01-02,6.74
R079,2025-02-20,7.54
R022,2025-02-14,8.36
R087,2025-01-31,10.08
R060,2025-02-08,5.32
R036,2025-03-01,10.92
R055,2025-02-09,7.73
R008,2025-03-07,9.54
R029,2025-02-12,5.52
R050,2025-03-11,7.32
R039,2025-01-05,10.35
R022,2025-01-16,6.75
R072,2025-01-15,9.32
R019,2025-01-13,11.58
R094,2025-02-16,12.91
R021,2025-01-12,10.79
R090,2025-02-01,11.4
R097,2025-01-25,9.43
R022,2025-01-02,7.98
R098,2025-02-16,7.79
R089,2025-02-08,9.35
R066,2025-02-04,12.55
R080,2025-03-10,10.01
R059,2025-03-08,5.68
R100,2025-02-20,10.58
R045,2025-02-19,13.02
R034,2025-01-03,12.63
R041,2025-02-06,10.47
R094,2025-03-02,11.19
R015,2025-01-02,5.13
R085,2025-02-25,8.21
R031,2025-02-25,9.75
R046,2025-02-28,10.76
R089,2025-01-08,8.5
R019,2025-01-09,12.34
R006,2025-03-06,4.56
R004,2025-02-28,9.13
R046,2025-02-13,8.35
R010,2025-01-25,11.59
R044,2025-01-07,12.73
R072,2025-02-20,9.0
R090,2025-02-25,8.87
R040,2025-01-12,9.02
R034,2025-01-01,12.46
R050,2025-03-09,7.55
R012,2025-01-04,12.64
R035,2025-02-08,9.74
R009,2025-01-30,8.57
R100,2025-03-08,8.31
R049,2025-03-07,10.86
R073,2025-01-11,11.77
R051,2025-02-25,6.53
R055,2025-02-10,9.51
R056,2025-01-12,10.96
R048,2025-02-08,11.03
R045,2025-01-26,9.42
R011,2025-01-02,8.14
R044,2025-01-25,12.02
R033,2025-02-05,7.1
R061,2025-01-11,9.18
R010,2025-02-17,11.16
R039,2025-02-15,9.82
R068,2025-01-01,9.15
R099,2025-01-26,8.81
R034,2025-01-09,11.07
R070,2025-02-06,7.49
R010,2025-03-05,9.36
R022,2025-02-13,7.68
R041,2025-02-16,7.05
R098,2025-01-27,8.91
R088,2025-03-01,8.42
R002,2025-02-10,10.16
R044,2025-01-09,11.54
R086,2025-02-02,6.02
R045,2025-02-25,11.14
R034,2025-01-29,9.94
R091,2025-02-04,7.18
R044,2025-01-15,10.83
R013,2025-01-17,8.55
R083,2025-01-08,9.85
R066,2025-02-16,9.68
R086,2025-02-15,9.68
R079,2025-02-03,7.59
R070,2025-02-23,4.91
R028,2025-01-08,9.35
R063,2025-01-23,6.69
R029,2025-01-07,6.45
R081,2025-02-23,9.33
R029,2025-02-28,7.0
R035,2025-01-28,9.49
R043,2025-03-02,4.14
R033,2025-03-04,8.32
R021,2025-03-10,8.51
R074,2025-02-04,9.64
R043,2025-01-24,8.87
R088,2025-02-11,7.37
R058,2025-02-04,5.93
R075,2025-02-10,8.99
R002,2025-02-07,6.02
R001,2025-01-30,7.38
R055,2025-02-05,7.77
R045,2025-02-04,12.0
R076,2025-02-04,11.6
R039,2025-01-03,11.36
R086,2025-01-07,6.87
R011,2025-02-21,8.4
R045,2025-02-22,13.3
R009,2025-01-25,9.07
R018,2025-01-31,9.85
R038,2025-01-05,8.05
R026,2025-01-26,8.49
R084,2025-02-16,7.95
R086,2025-03-06,9.55
R008,2025-02-28,9.5
R078,2025-01-23,11.92
R062,2025-02-10,6.93
R042,2025-02-21,8.14
R093,2025-03-08,14.1
R095,2025-01-12,5.62
R083,2025-01-23,12.26
R097,2025-01-22,8.44
R098,2025-02-25,10.53
R028,2025-02-25,9.06
R071,2025-01-14,11.03
R083,2025-02-16,10.31
R005,2025-03-06,11.99
R089,2025-03-11,10.54
R075,2025-02-11,9.74
R023,2025-02-05,6.25
R036,2025-02-08,4.76
R094,2025-02-22,11.66
R060,2025-02-01,10.9
R040,2025-01-22,9.19
R041,2025-03-10,9.02
R088,2025-01-04,8.18
R031,2025-01-27,11.44
R002,2025-01-21,6.48
R049,2025-02-22,8.17
R062,2025-02-15,6.86
R074,2025-02-19,10.77
R032,2025-02-27,7.39
R084,2025-02-26,8.42
R009,2025-03-06,6.72
R001,2025-03-11,10.39
R013,2025-02-19,9.2
R083,2025-02-11,10.45
R076,2025-02-24,10.57
R065,2025-02-02,10.01
R066,2025-02-25,10.55
R056,2025-01-20,12.39
R043,2025-01-15,6.9
R014,2025-02-07,7.16
R013,2025-02-07,7.02
R043,2025-01-09,6.39
R094,2025-01-24,13.05
R038,2025-01-07,11.51
R005,2025-01-14,7.72
R046,2025-02-23,8.66
R089,2025-02-21,9.63
R007,2025-01-26,8.46
R063,2025-02-11,8.36
R028,2025-01-30,9.89
R031,2025-02-12,7.57
R089,2025-01-10,8.4
R027,2025-01-20,10.88
R074,2025-02-12,10.56
R097,2025-02-20,8.61
R041,2025-02-05,10.56
R068,2025-01-06,11.22
R067,2025-01-28,4.73
R044,2025-02-18,11.33
R072,2025-01-28,8.49
R070,2025-03-02,7.22
R006,2025-01-18,7.64
R081,2025-03-11,8.31
R076,2025-02-20,8.96
R036,2025-03-02,7.17
R090,2025-02-16,10.43
R048,2025-03-04,8.19
R088,2025-01-26,6.98
R099,2025-02-18,8.2
R032,2025-02-28,7.38
R041,2025-01-22,8.88
R047,2025-01-21,8.18
R067,2025-02-13,9.14
R081,2025-01-22,11.63
R071,2025-03-09,12.86
R090,2025-01-04,9.72
R072,2025-02-28,8.44
R066,2025-02-08,13.16
R017,2025-03-08,12.78
R042,2025-02-27,6.83
R033,2025-01-13,6.49
R086,2025-03-09,8.75
R039,2025-01-29,7.16
R076,2025-03-05,11.52
R098,2025-02-26,9.18
R003,2025-01-12,12.34
R060,2025-03-06,10.26
R015,2025-02-23,7.77
R020,2025-02-23,4.83
R014,2025-01-06,8.88
R019,2025-02-15,8.72
R084,2025-01-27,9.13
R036,2025-01-16,6.02
R071,2025-02-20,11.09
R008,2025-01-20,11.16
R065,2025-01-04,9.26
R072,2025-02-09,7.28
R059,2025-02-06,7.64
R040,2025-01-29,5.46
R039,2025-02-02,10.47
R066,2025-02-21,14.58
R011,2025-02-18,11.53
R032,2025-03-01,9.79
R082,2025-03-05,12.16
R075,2025-02-13,6.62
R019,2025-02-20,9.4
R024,2025-01-02,9.76
R085,2025-02-15,8.71
R014,2025-01-02,7.39
R039,2025-01-17,8.29
R036,2025-01-22,7.87
R058,2025-02-10,6.75
R073,2025-02-02,12.29
R073,2025-01-23,13.72
R086,2025-01-11,9.03
R053,2025-03-01,7.75
R007,2025-02-21,7.62
R014,2025-02-27,6.06
R059,2025-01-21,5.69
R031,2025-01-15,10.83
R088,2025-02-26,6.59
R031,2025-03-10,12.02
R095,2025-01-27,7.67
R091,2025-02-22,6.13
R013,2025-02-26,9.4
R090,2025-03-10,10.03
R098,2025-02-14,8.08
R044,2025-01-26,10.67
R026,2025-01-24,8.83
R047,2025-02-18,10.22
R004,2025-02-11,12.56
R018,2025-01-20,11.69
R079,2025-01-11,6.45
R055,2025-02-24,6.63
R046,2025-02-17,9.99
R088,2025-01-22,6.99
R056,2025-02-07,13.22
R017,2025-01-09,13.86
R041,2025-02-28,8.28
R064,2025-02-09,10.75
R023,2025-02-23,12.34
R047,2025-02-15,12.61
R035,2025-03-09,11.97
R001,2025-02-27,9.94
R025,2025-01-20,6.12
R019,2025-03-04,6.17
R003,2025-02-06,10.49
R082,2025-01-18,8.55
R087,2025-02-18,8.48
R062,2025-03-07,8.59
R100,2025-01-25,9.55
R035,2025-01-27,9.12
R005,2025-01-13,6.53
R017,2025-01-23,10.66
R033,2025-03-03,7.62
R060,2025-02-24,10.12
R003,2025-02-13,7.38
R017,2025-02-20,11.94
R036,2025-03-07,8.23
R075,2025-01-26,6.82
R077,2025-02-14,10.69
R029,2025-03-11,5.62
R094,2025-02-03,10.85
R048,2025-03-07,11.04
R016,2025-02-06,9.36
R042,2025-01-12,8.7
R059,2025-01-12,10.83
R017,2025-02-22,12.93
R051,2025-02-11,12.21
R061,2025-03-04,9.0
R058,2025-02-18,10.74
R072,2025-01-30,11.72
R051,2025-02-20,9.11
R064,2025-01-19,11.22
R068,2025-01-11,10.36
R095,2025-01-16,8.2
R071,2025-01-08,10.82
R063,2025-02-08,5.01
R044,2025-03-10,9.65
R009,2025-02-23,7.99
R036,2025-01-13,7.87
R042,2025-01-23,9.97
R037,2025-03-07,8.91
R053,2025-02-16,9.29
R021,2025-01-31,10.64
R093,2025-01-14,12.22
R027,2025-02-26,10.52
R025,2025-03-10,8.0
R091,2025-01-07,9.08
R008,2025-01-16,8.52
R006,2025-03-07,10.29
R072,2025-01-19,7.54
R004,2025-03-04,13.45
R082,2025-01-25,11.22
R025,2025-01-27,10.12
R042,2025-03-04,5.58
R077,2025-01-08,7.88
R040,2025-03-07,7.81
R095,2025-01-25,4.96
R084,2025-02-10,5.86
R035,2025-02-03,7.72
R002,2025-02-06,7.42
R020,2025-01-15,9.61
R097,2025-02-19,8.04
R060,2025-03-07,8.0
R075,2025-03-06,8.69
R080,2025-01-27,9.69
R046,2025-02-26,5.86
R014,2025-02-12,5.63
R066,2025-02-24,8.51
R037,2025-03-08,8.06
R100,2025-03-09,11.41
R022,2025-02-04,7.61
R057,2025-03-01,5.87
R100,2025-01-31,12.43
R069,2025-02-06,7.18
R038,2025-01-09,9.85
R031,2025-01-16,9.24
R017,2025-01-02,10.93
R054,2025-03-02,11.82
R078,2025-01-22,10.18
R071,2025-03-08,11.96
R015,2025-02-14,5.38
R090,2025-02-11,10.08
R087,2025-01-22,5.74
R085,2025-01-28,6.62
